Airport,Type,Area,Year,Month,City,Arrive | From,Departure | To,Transit
HKT,Freight,International,2014,May,-,639,1073,0
HKT,Freight,International,2014,June,-,760,957,0
HKT,Freight,International,2014,July,-,609,885,0
HKT,Freight,International,2014,August,-,569,887,0
HKT,Freight,International,2014,September,-,653,892,0
HKT,Freight,International,2014,October,-,725,976,0
HKT,Freight,International,2014,November,-,1106,1329,0
HKT,Freight,International,2014,December,-,830,1653,0
HKT,Freight,Domestic,2014,January,-,836,1062,0
HKT,Freight,Domestic,2014,Febuary,-,748,989,0
HKT,Freight,Domestic,2014,March,-,847,1605,1
HKT,Freight,Domestic,2014,April,-,811,575,0
HKT,Freight,Domestic,2014,May,-,723,576,0
HKT,Freight,Domestic,2014,June,-,655,617,0
HKT,Freight,Domestic,2014,July,-,752,464,0
HKT,Freight,Domestic,2014,August,-,505,362,0
HKT,Freight,Domestic,2014,September,-,629,540,0
HKT,Freight,Domestic,2014,October,-,732,518,0
HKT,Freight,Domestic,2014,November,-,817,734,0
HKT,Freight,Domestic,2014,December,-,847,708,0
HKT,City,International,2014,-,Singapore,466531,468606,
HKT,City,International,2014,-,Kuala Lumpur,350532,353262,
HKT,City,International,2014,-,Hong Kong,294026,293527,
HKT,City,International,2014,-,Seoul/Incheon,248342,253368,
HKT,City,International,2014,-,Shanghai/Pudong,215884,216189,
HKT,City,International,2014,-,Chengdu,134569,133922,
HKT,City,International,2014,-,Chongqing,113784,123153,
HKT,City,International,2014,-,Domodedovo,103809,103488,
HKT,City,International,2014,-,Dubai,97690,106194,
HKT,City,International,2014,-,Abu Dhabi,82603,88988,
HKT,City,International,2014,-,Others,1090270,1083318,
HKT,City,Domestic,2014,-,Suvarnabhumi,1156001,1208183,
HKT,City,Domestic,2014,-,Don Mueang,996052,987603,
HKT,City,Domestic,2014,-,Chiang Mai,177164,141564,
HKT,City,Domestic,2014,-,Samui,79277,83887,
HKT,City,Domestic,2014,-,Udon Thani,51804,51647,
HKT,City,Domestic,2014,-,U-Tapao,17458,17314,
HKT,City,Domestic,2014,-,Surat Thani,3900,2107,
HKT,City,Domestic,2014,-,Hat Yai,161,0,
HKT,City,Domestic,2014,-,Nakorn Si Thammarat,143,0,
HKT,City,Domestic,2014,-,Krabi,12,124,
HKT,City,Domestic,2014,-,Others,327,40,
